Tytuł,Data publikacji,Liczba wyświetleń,Liczba polubień,Liczba komentarzy,Tagi filmu,Kategorie filmu,Channel_id,Długość filmu,Informacje o lokalizacji,Rodzaj filmu,video_id
History of Poland in countryballs,2018-07-15T16:00:00Z,1404070,24910,5200,"['poland', 'Polska', 'countryballs', 'animation', 'history of Poland', 'animacja', 'historia Polski', 'countryballe', 'historia Polski w countryballach', 'animacja o historii Polskii', 'animation about History of Poland', 'warsaw poland', 'Warsaw', '966', 'slav', 'slavs history', 'slavic tribes', 'WW2', 'interwar period', 'interwar', 'interwar poland', 'communist poland', 'Rzeczpospolita', 'Rzeczpospolita Obojga Narodów', 'PLC', 'husaria', 'hussars', 'sad', 'epic', 'war', 'sad history', 'nation', 'Napoleon', 'Napoleon Poland', 'Russian occupation Poland']",27,UCx22mlTERBqxg30j186hOsA,PT7M33S,{},hd,Avw3fBxlqoI
Russian missile kills two in Poland: Report,2022-11-15T19:24:11Z,413873,6758,0,"['FNC', 'Fox News', 'Fox News Channel', 'News', 'russia', 'russian missile', 'poland', 'two killed in poland', 'NATO', 'NATO members', 'russian missiles', 'russia hits poland', 'russian missile hits poland', 'russia attacks poland', 'russia attacked poland', 'russia bombing poland', 'did russia bomb poland', 'nato countries', 'poland attack', 'russia bomb poland', 'poland bomb', 'is poland nato', 'poland attacked', 'poland attacked by russia', 'poland bombing', 'is poland in nato', 'russia attacks nato', 'did russia attack nato']",25,UCXIJgqnII2ZOINSWNOGFThA,PT4M34S,{},hd,3rUrrSlEwrg
Second Life Destinations - Poland History House,2023-04-11T15:56:57Z,2409,132,39,"['Second Life', 'secondlife', 'virtual world', 'avatar', 'virtual worlds', 'game', 'gaming', 'virtual reality', 'tutorials', 'gameplay', 'linden lab', 'lindenlab', 'linden lab second life', 'virtualworld', 'virtualworlds', 'second life gameplay', 'metaverse', 'Draxtor Despres', 'Poland History House', 'second life destinations', 'destination guide', 'second life destination guide', 'visit poland', 'Poland', 'Poland’s Independence', 'second life 2023']",20,UC5dsLkNZX9pVgmEHpJX9QCA,PT2M50S,{},hd,ruLYK6sHYlw
Krakow Poland Nativity Scenes Competition 2022 | Szopka Krakowska Christmas Tradition In Krakow,2022-12-01T18:56:34Z,10549,322,48,"['kraków nativity scenes contest', 'adam mickiewicz monument', 'christmas in krakow', 'christmas in poland', 'christmas traditions in krakow', 'christmas traditions in poland', 'first thursday of december', 'historical museum of kraków', 'krakow in december', 'krakow nativity scene', 'krakow poland nativity competition', 'krakow poland nativity contest', 'krakow poland nativity scene', 'krakow szopka', 'kraków szopka', 'main square krakow poland', 'polish christmas traditions', 'szopka', 'things to do in krakow']",19,UCL9QCO5vimeOw2VLh3xdWQw,PT33M57S,"{'latitude': 50.0646501, 'longitude': 19.9449799, 'altitude': 0}",hd,ekbZygMy2Gk
MAJONEZ AND KIELBASA PARTY - Poland country review,2016-07-31T21:30:43Z,4494049,161019,19667,"['Poland', 'tourism', 'review', 'life of boris', 'boris', 'slav', 'slavic', 'majonez', 'kielbasa', 'slavic country', 'polish sausage', 'country review', 'boris poland', 'boris country review', 'poland country review', 'travel', 'russian accent']",23,UCS5tt2z_DFvG7-39J3aE-bQ,PT10M25S,{},hd,4DxOdT2JHjc
Poland Travel Video (What to do in POLAND),2019-11-19T12:36:47Z,5947,154,40,"['Poland Travel Video (What to do in POLAND)', 'poland travel vlog', 'warsaw poland travel', 'poland', ""poland's best cities"", 'gdańsk poland', 'Kołobrzeg poland', 'kraków poland', 'Manowo poland', 'polish travel guide', 'poznań poland', 'sopot poland', 'Things to do in poland', 'Things you need to know before coming to Poland', 'visit poland', 'warsaw poland', 'wrocław poland', 'zakopane poland', 'olivia gudaniec', 'poland travel', 'poland travel guide']",19,UCgAcckCB1hgzNCjsHHS0Q8g,PT16M20S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,T5ackLUdnYk
Poland Day Trip | Swiebodzin | Travel Western Poland | Jesus Statue | Christ the King statue,2022-10-12T17:53:47Z,731,28,7,"['swiebodzin', 'poland', 'western', 'day', 'trip', 'travel', 'polish', 'polska', 'christ', 'the', 'king', 'statue', 'christ the king statue', 'christ the redeemer', 'rio de janeiro', 'Jesus statue', 'large statue', 'pilgramage', 'market square', 'middle ages', 'poznan']",19,UCGM-7YmTv_UUWm3wfzxYGbg,PT4M38S,"{'latitude': 52.2472962, 'longitude': 15.5335721, 'altitude': 0}",hd,SclAy8OjdzA
These Are 5 (More) Things THAT SURPRISED ME IN POLAND,2020-06-30T14:25:25Z,539150,23773,1403,[],22,UCAlZsyC0HuGx7AZI54edKzg,PT10M27S,"{'latitude': 51.5073509, 'longitude': -0.1277583, 'altitude': 0}",hd,7J7s7C4CMVw
President Biden Addresses Reported Missile Strike In Poland,2022-11-16T04:00:14Z,33822,482,262,"['NBC News NOW', 'NOW Tonight', 'Joshua Johnson']",25,UCeY0bbntWzzVIaj2z3QigXg,PT6M32S,{},hd,RK4moykH6iU
Melania addresses crowd in Poland,2017-07-06T12:02:26Z,100666,376,214,"['CNN', 'News', 'CNN TV', 'CNN Newsroom', 'New Day', 'default']",25,UCupvZG-5ko_eiXAupbDfxWw,PT2M13S,{},hd,FpMmhiYF_q4
Greeks in Poland - Episode 1!!! (POZNAN),2018-07-07T07:00:06Z,11368,217,23,"['poznan', 'ποζναν', 'πολωνια', 'poland', 'europe', 'Poznan Cathedral of St. Peter and Paul', 'Malta Lake', 'Old Market Square', 'καθεδρικος ναος πετρου και παυλου', 'λιμνη μαλτα', 'ευρωπη', 'παρεα', 'διακοπες', 'roadtrip', 'company', 'traveler', 'travel', 'traveling', 'gopro hero 6', 'funny', 'βαρτα', 'warta', 'σταρι ρινεκ', 'stary rynek', 'travel vlog', 'krakow poland', 'greeks in poland']",19,UC88lJ2-SpuDIjwg_K5_n2Zg,PT7M2S,{},sd,r9nE0fOFFdk
Lublin. Kaplica Zamkowa Trójcy Świętej. Lubelskie. Polska. Poland.,2023-11-26T17:00:20Z,103,28,63,"['#drogi', '#travel', '#podróże', '#nature', '#photo', '#traveling', '#phototravel', '#beautiful', '#vacation', '#adventure', '#tourist', '#vlog', '#ścieżka', '#kręte_ścieżki', '#rzeka', '#zdjęcia', '#miasto', '#wieś', '#Polska', '#Poland', '#województwo', '#wakacje', '#morze', '#cerkiew', '#punkt_widokowy', '#zamek', '#muzeum', '#wieża', '#Wielkopolskie', '#Kujawsko_pomorskie', '#Małopolskie', '#Łódzkie', '#Dolnośląskie', '#Lubelskie', '#Lubuskie', '#Mazowieckie', '#Opolskie', '#Podlaskie', '#Pomorskie', '#Śląskie', '#Podkarpackie', '#Świętokrzyskie', '#Warmińsko_Mazurskie', '#Zachodniopomorskie', '#kretesciezkipawelszulc1960']",19,UC4LkiKipqtqOIYOvKzHdFoQ,PT15M23S,"{'latitude': 51.2502648, 'longitude': 22.5731226, 'altitude': 0}",hd,Sxc5Y1kE9kw
POLAND VS INDONESIA,2023-05-28T10:00:09Z,4059,148,2,"['globeinthehat', 'Globe in the Hat', 'Globus w kapeluszu', 'Ania Tomczak', 'bule Polandia', 'Polandia Indonesia', 'Bule Indonesia', 'bule tiktok indonesia', 'Polka w Indonezji', 'Polacy za granicą', 'bule bahasa indonesia', 'polacy w indonezji', 'bahasa polandia', 'polandia indonesia', 'polska indonezja', 'cultural differences between asian and western', 'asian and western culture differences', 'cultural differences funny', 'comedy indonesia', 'comedy', 'różnice kulturowe', 'cultural differences poland indonesia']",24,UCZkVPUf-4-HjaTdrswApBFQ,PT19S,"{'latitude': -0.789275, 'longitude': 113.921327, 'altitude': 0}",hd,FWLgLglWQDc
Tea in Poland | Podcast,2022-10-13T09:39:16Z,468,46,3,[],27,UCM1vdTt_oFZw5rD0wCLC4dA,PT15M7S,{},hd,ZQSS9FCPOac
Easter in Poland: what do I have in my Easter basket?,2022-04-16T11:48:36Z,3820,102,5,[],27,UCM1vdTt_oFZw5rD0wCLC4dA,PT43S,{},hd,Ur2jwN6WyiA
Kazimierz Dolny - Beautiful Small Town in Poland,2020-06-30T16:37:29Z,2825,88,9,"['chido-fajny', 'mexicanos en polonia', 'mexicano en polonia', 'kazimierz dolny', 'ciudades de polonia', 'turismo en polonia', 'visita polonia', 'visit poland', 'visita kazimierz']",22,UCk8aGSHKBLLpMnX3rsiQ-vA,PT8M32S,{},hd,jPaFL6y6XPk
Pierogi is Life in Poland.. (Polish Food & Baltic Beaches),2022-07-12T17:33:29Z,18629,1190,78,"['poland', 'polska', 'Ustronie morskie', 'polish pierogi', 'pierogi', 'polish food', 'abandoned places', 'abandoned bunker', 'poland motorcycle trip', 'poland motorcycle', 'baltic sea', 'poland baltic sea beaches', 'beach poland', 'motorcycle life', 'motorcycle lifestyle', 'honda motorcycle', 'honda transalp', 'motorcycle travel', 'solo ride', 'solo riding motorcycle', 'motorcycle exploring', 'solo traveler', 'enduro motorcycle', 'motorcycle', 'motovlogger', 'adv rider', 'pedro mota']",27,UCQc2abzqbqrp-TZG3K79Wng,PT9M1S,{},hd,qQak4UkSYy0
Poland's role in the Russia-Ukraine war is ‘absolutely crucial’: Polish ambassador,2023-02-04T19:00:31Z,76444,1094,1043,"['war in ukraine', 'ukraine news', 'poland ukraine', 'russia war', 'ukraine war news', 'ukraine war', 'ukraine russia news', 'russia ukraine war', 'ukraine news today latest', 'ukraine news today', 'ukraine news live', 'ukraine news live today', 'ukraine war update', 'ukraine war video footage', 'ukraine war news today', 'fox news', 'fox news media', 'fox news channel', 'fox news today', 'russia ukraine war today']",25,UCXIJgqnII2ZOINSWNOGFThA,PT4M40S,{},hd,nEpnqRO1wwM
Former CIA operative not surprised by Russian spies in Poland  | NewsNation Prime,2022-03-24T00:36:47Z,23352,455,70,"['video', 'Prime', 'news', 'Ukraine', 'Russia', 'Poland', 'America', 'Vladimir Putin', 'Joe Biden', 'Volodymyr Zelenskyy', 'CIA', 'Spies']",25,UCCjG8NtOig0USdrT5D1FpxQ,PT5M9S,{},hd,x1cBJLJS0HQ
Krakow Poland Travel Guide: Best Things To Do in Krakow,2022-07-24T21:43:49Z,14093,359,55,"['Krakow', 'Krakow Poland', 'Poland', 'Krakow travel guide', 'Krakow Expedia', 'Krakow tour', 'Krakow sightseeing', 'Krakow things to do', 'Krakow travel', 'Krakow vacation', 'Best things to do in Krakow', 'Tour', 'Travel', 'Krakow vlog', 'Krakow video']",19,UCarSZcFQ6-0eqZrAG4pKoMA,PT28M57S,"{'latitude': 51.919438, 'longitude': 19.145136, 'altitude': 0}",hd,zHx15Cgnhho
WE WENT TO A VODKA BAR IN KRAKOW POLAND 🇵🇱 WE HIT 1000 SUBSCRIBERS!,2021-12-11T10:00:01Z,50323,1299,225,"['Vodka bar', 'Vodka bar in Krakow', 'Kraków travel covid 2021', 'Krakow', 'Krakow travel vlog', 'Poland travel vlog', 'Poland travel video', 'Poland', 'polish food', 'Poland food tour', 'Poland travel guide', 'things to do in Poland', 'Poland safe', 'Poland worth visiting', 'Poland 2021', 'Zakopane travel 2021', 'Poland travel restrictions', 'Zakopane', 'Zakopane travel vlog', 'krakow 2021', 'krakow poland', 'polish vodka', 'poland vlog', 'poland travel', 'krakow vlog', 'krakow nightlife', 'poland krakow', 'visiting poland']",19,UCdJAmuo-KkgcJvSoQjPxAWg,PT12M29S,"{'latitude': 50.0646501, 'longitude': 19.9449799, 'altitude': 0}",hd,0zDXTBYOVZ4
"Our Trip to Mazury, Poland |The Snowiest Christmas of My Life | საშობაო მოგზაურობა პოლონეთში |Vlog 2",2022-01-19T16:20:10Z,299,17,3,"['zakopane', 'zakopane travel 2020', 'polish tatras', 'tatra mountains', 'couple travel vlog', 'international couple', 'geo-polish couple', 'couple lifestyle', 'couple travel adventures', 'travel in poland']",22,UC4p0nqsrQIRRymfX9AwAiUA,PT6M37S,"{'latitude': 53.5494905, 'longitude': 20.4528371, 'altitude': 0}",hd,5YwQeTz7DDo
Work permit - Business in Poland,2019-09-25T20:25:19Z,4389,501,3,"['Work permit in Poland', 'Live in Poland', 'Business in Poland', 'Company in Poland', 'Polish business', 'Doing business in Poland', 'Entrepreneur in Poland', 'Polish accounting']",27,UCaMRVgk2xImJ0apXljE5Zqw,PT1M19S,{},hd,8IP5xP3IlAo
Englishman Reacts to... Polish Kabaret - Ani Mru Mru - Supermarket,2023-11-24T14:49:26Z,17650,1301,109,"['kabaret', 'amm', 'ani mru mru', 'supermarket', 'poland', 'polish', 'polish comedy', 'polish amm', 'polish kabaret', 'englishman reacts to poland', 'reaction to poland', 'rob reacts', 'rob reacts to poland', 'funny', 'comedy', 'kabarety', 'reaction video', 'funny poland', 'reaction to polish comedy']",23,UCVrkUiSjOmOQ0i9JSI7mawg,PT11M3S,{},hd,XtpcAoQyFqM
Equinix Recruitment Video Poland,2023-11-27T09:39:06Z,52,0,0,[],28,UC9xshmMk-FKjqKCLOKklQQw,PT1M49S,{},hd,G4wVLAcWbcw
Polish Etiquette: 5 Dos & Don'ts for traveling to Poland,2018-04-26T11:19:31Z,28160,403,99,"['travel', 'how to travel better', 'how to travel', 'how to travel cheaper', 'travel tips', 'travel hacks', 'travel essentials', 'travel vlog', 'how can i afford to travel', 'how to travel the world', 'how to afford to travel', 'eastern europe', 'europe', 'travel europe', 'Poland', 'warsaw', 'polish culture', 'travel to poland', 'travel to warsaw', 'polish etiquette', 'travel poland video', 'travel poland tips', ""don'ts Poland"", ""don'ts"", 'visit poland']",19,UCz9WfSs2nuabYM_3LAARWHg,PT5M48S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,8AfyAS2muDo
Dancing woman brings joy to drivers in Poland,2017-09-22T00:35:59Z,6439,32,10,"['local-news', 'youngstown', 'Ohio']",25,UCTbhS5-KTEKzBh-eqeU5vAw,PT50S,{},hd,q8idp0_mgCw
"#Caritas Poland 🇵🇱 : We are making 40,000 sandwiches each day for #Ukrainian refugees",2022-04-07T16:58:03Z,1070,51,10,"['Pope', 'Vatican', 'Catholic', 'Christ', 'Benedict', 'God', 'church', 'Francis', 'Pope Francis', 'Catholic Church', ""Francis'"", 'the Holy Father', 'the Pope', 'The Pope Francis', 'Rome', 'The news pope', 'pope', 'the pope', 'the news pope francis', 'Pope prays', 'pray for peace', 'ANGELUS', 'angelus', 'GENERAL AUDIENCE', 'genaral audience', 'jesús', 'Jesús', 'religions', 'the Father', 'the Son', 'and the Holy Spirit', 'Caritas Poland', 'Poland', 'Caritas', 'Ukrainian']",25,UCxshhzR907v2w6DjICyAgLQ,PT1M44S,"{'latitude': 40.7127753, 'longitude': -74.0059728, 'altitude': 0}",sd,0Wqu9FgIeeI
TOP 10 Things to do in Toruń - Poland 2023!,2023-02-03T09:59:55Z,5757,82,12,"['Torun things to do', 'Torun Poland 2023', 'Torun 2023', 'torun poland', 'torund poland 2023 vlog', 'torund poland 4k', 'torun poland food', 'what to do in torun', 'torun Poland top 10', 'torun top 10 things to do', 'why visit torun', 'torun acitviities', 'Poland torun', 'Toruń']",19,UCcwcop2_Jwf7gRoQAAsfJfw,PT5M32S,"{'latitude': 53.0137902, 'longitude': 18.5984437, 'altitude': 0}",hd,gzdNiRbbTUU
Poland - How many foreigners live in Poland | Official government statistics | Migrants in Poland,2022-12-04T11:00:08Z,2377,162,58,"['Polen', 'Auswandern', 'Unterhaltung', 'Deutschland', 'Schnuffinski', 'emigrant', 'niemiecki emigrant', 'polska', 'lodz']",24,UCmmqPP4YAfW1iuM77C1jhVA,PT14M58S,"{'latitude': 51.7592485, 'longitude': 19.4559833, 'altitude': 0}",hd,J6DCoExgnzI
Kasia is in Poland! #104,2015-10-01T11:16:15Z,290019,5288,638,"['gonciarz', 'poland', 'polish', 'restaurant', 'food', 'cuisine', 'relations', 'Polish Food (Cuisine)', 'Cooking (Interest)', 'Yakiniku (Dish)', 'blog', 'vlog', 'blogger', 'daily', 'vlogging', 'best', 'interesting', 'Video Blog (Website Category)', 'Polska', 'Culture (Website Category)', 'uwaga pies', 'kasia', 'Insa-dong (Neighborhood)', 'japanese visa', 'South Korea (Country)', 'Korea (Location)', 'Seoul (City/Town/Village)', 'fraser suites', 'tourist', 'Warsaw (City/Town/Village)', 'travel', 'Myeongdong Cathedral (Building)']",22,UCggEPZWEkj4MRBk1siZCXiA,PT9M34S,{},hd,kERZNDoqvB4
Factories in Poland - Production of Polish UV LED Printers,2023-05-25T05:43:57Z,305,1,0,"['druk uv', 'druk uv led', 'druk uv na drewnie', 'druk na płycie mdf', 'druk na drewnie', 'druk na metalu', 'druk na szkle', 'druk na tworzywach sztucznych', 'polska drukarka uv', 'imago printer', 'druk w aluminium', 'drukarka uv', 'drukarka do drewna', 'drukarka do metalu', 'drukarka do szkła', 'polska drukarka', 'druk na gadżetach reklamowych', 'uv led', 'nadruk na drewnie', 'druk w metalu', 'uv led printer', 'druk 3d na szkle', 'drukowanie na szkle', 'drukowanie na drewnie', 'druk uv na metalu', 'drukarka uv a3']",28,UCjsd7lXc6mOPqsldLUXCeWw,PT5M9S,{},hd,Oe8BkbUmjZw
Summit Participant Statement of Poland for 2023 'Summit for Democracy',2023-04-12T14:27:56Z,127,0,0,"['S4D', 'Summit for Democracy', '2023', 'summits', 'democracies', 'statements', 'national statement', 'S4D2', 'S4D 2', 'poland', 'polands', 'polish', 'pollish', 'poleish']",25,UCCOkgMdUDQNtbcQ0Y9o6vxw,PT2M57S,{},hd,v_Pm4rbRJHE
AWS Community Day Poland 2022 | VLOG from conference,2022-10-24T10:45:10Z,751,15,0,"['lepczynski.it', 'lepczynski', 'poradnik', 'tutorial', 'tips', 'trick', 'szkolenie', 'devops', 'architect', 'architekt', 'aws', 'cloud', 'AWSCommunityBuilders', 'AWSCloud', 'CloudAWS', 'tutorials']",19,UCGZiVVLpIRNFbj2EtA9dhYw,PT4M33S,"{'latitude': 52.2296756, 'longitude': 21.0122287, 'altitude': 0}",hd,yPV8cRvpIQQ
FBI helps with safety drills at Poland High School,2022-10-07T22:21:33Z,150,0,1,"['local-news', 'youngstown', 'Ohio']",25,UCTbhS5-KTEKzBh-eqeU5vAw,PT55S,{},hd,4yWvqYO5fDI
"""The Polish government has ONLY 18 months left"" Poland election fallout | Redacted w Clayton Morris",2023-10-18T00:30:24Z,102044,4118,457,"['Clayton morris', 'natali morris', 'redacted', 'redacted news', 'redacted with Clayton Morris', 'geo politics']",25,UCoJhK5kMc4LjBKdiYrDtzlA,PT13M45S,{},hd,hotIP_2Jyfg
The fastest train in Poland. / High-Speed Train Krakow to Warsaw / Polish Trains,2023-02-07T19:02:55Z,3757,99,10,"['Travel trains', 'RailWay line', 'Путешествие на поезде', 'железная дорога', 'railway', 'Обзор поезда', 'Train overview', 'Sleeping car', 'Спальный вагон', 'Украинские железные дороги', 'European railways', 'Mariupol', 'Lithuanian railways', 'Latvian Railways', 'Estonian Railways', 'Polish Railways', 'Kelionė traukiniu', 'Lietuvos geležinkeliai', 'Varena', 'Vilnius']",19,UCgCNJCOhnsuxcnSht_yjdag,PT5M1S,{},hd,ZYWcNtrj-6Q
Watch Out For The Biggest Player In Poland..,2022-07-14T15:35:48Z,22818,1274,99,"['poland', 'polska', 'hel', 'hell beach poland', 'hel poland', 'hel polska', 'polish drunk guy', 'poland motorcycle trip', 'poland motorcycle', 'baltic sea', 'poland baltic sea beaches', 'beach poland', 'motorcycle life', 'motorcycle lifestyle', 'honda motorcycle', 'honda transalp', 'motorcycle travel', 'motorcycle exploring', 'enduro motorcycle', 'motorcycle', 'motovlogger', 'pedro mota']",27,UCQc2abzqbqrp-TZG3K79Wng,PT10M6S,{},hd,zhDiZSO0TIQ
"Defense Secretary Lloyd Austin speaks about trip to Ukraine, Poland | Ukraine-Russian War",2023-11-23T20:31:07Z,216,2,0,"['[ nation-world', 'news ]', 'lloyd austin', 'volodymyr zelensky', 'war in ukraine', 'latest news on israel hamas war', 'russia ukraine war', 'ukraine news', 'latest news', 'breaking news', 'breaking news today', 'breaking news live']",25,UCRNf0_t4Qo5eojj8sSvd_8A,PT40S,{},hd,epW2AgK80q4
"Darłowo - Poland, walking in Darłowo | 4K",2021-06-29T15:00:11Z,12606,94,14,"['Darłowo', 'Poland', 'Darłówko', 'Polska', 'BalticSea', 'sea', 'trip', 'travel', '4K', 'walkingtours', 'sightseeing', 'citysightseeing', 'hiking', 'touring', 'travelinspires']",19,UChTbfkYOzZhuoa6ALdLGHyw,PT38M27S,"{'latitude': 54.4210664, 'longitude': 16.410611, 'altitude': 0}",hd,PdueFpkogno
Prezentacja rozgrywki sezonu 2024 | #LeagueOfLegends Polska,2023-11-20T16:27:09Z,31130,3030,225,"['Riot Games', 'Riot', 'League of Legends', 'League', 'LoL', 'arcane', 'lol esports', 'challenger', 'song of nunu', 'riot forge', 'lolesports', 'new champion lol', 'jankos', 'lec', 'polsat games', 'g2 esports', 'league of legends polska', 'liga', 'kubon', 'eune league of legends', 'wardega lol', 'random bruce', 'pro gracz', 'lck', 'eune lol', 'odi11', 'overpow', 'trymbi', 'riot games music', 'worlds2023', 'heartseel', 'kda', 'lol pl', 'hodo', 'lewus', 'rybson', 'nervarien', 'xayoo', 'vysotzky', 'H2P_Gucio', 'delordione', 'parisplatynov', 'Kaseko', 'MokrySuchar', 'Aki_997', 'polsatgames', 'Nieuczesana']",20,UC6yuFHuoNYgYABOHYbwQk4w,PT6M58S,{},hd,3_ZhS8ldAxU
Couple on an Abandoned Small hobby Farm in Poland.  (Intro Video).,2021-10-11T15:09:36Z,1559,53,15,"['small farm', 'gay', 'simple living', 'magppie farm', 'gay couple', 'eamon and bec', 'tyler and todd', 'Andrew Neighbors', 'lgbt', 'tour of small farm', 'isabel paige', 'farming', 'lyndon and mariusz', 'how to start a small farm', 'indian runner duck', 'small farming', 'small farm life', 'meat rabbits', 'homesteading', 'chicken', 'hobby farm', 'successful small farm', 'homestead', 'life on a farm', 'how farms work', 'slow farming', 'how to start a farm', 'hobby farm guys', 'good simple living', 'lynne and mariusz', 'how to', 'farmstead']",22,UCP3gO-g-UVEBsvtjuWOgj0w,PT3M58S,{},hd,1P0Lqc4SFMY
"In Poland we don`t say: ""spoiled"". We say: ""rozpuszczony jak dziadowski bicz"".",2023-03-25T12:44:10Z,461,17,0,"['miss maja', 'missmaja.pl', 'angielski dla dzieci', 'angielski online', 'angielski dla przedszkolaków', 'angielski dla początkujących']",27,UCz7xAk9-4nkvBUpjWkUSXPA,PT42S,{},hd,8EahZ5Y9uxE
"""MORAWIECKI DZIAŁA JAK ZEPSUTY ZEGAR"". DWIE DOBRE DECYZJE PREMIERA | PIOTR KUCZYŃSKI | RT #50",2023-11-23T17:12:38Z,6740,164,18,"['pieniądze', 'biznes', 'gospodarka', 'morawiecki', 'pis', 'rząd', 'polityka', 'knf', 'nbp', 'finanse', 'waluty', 'złoty', 'inflacja']",25,UCscgng3Z3lcZlnhSxThvMJQ,PT33M5S,{},hd,NL2JqbZrISM
JUST IN: Germany Industrial Meltdown Worsens | Poland Drops A Bombshell On Industrial Superpower,2023-10-23T20:00:12Z,20226,486,76,[],2,UC4RcWvSfcsm5GKYRbp8699A,PT13M29S,{},hd,iXGFnue2H2Y
Poland - Country review by [Slavic Affairs],2016-11-11T19:41:19Z,87915,3133,583,"['Poland', 'country', 'review', 'slavic', 'affairs', 'polska', 'kurwa', 'sila']",27,UCFMFqhXSkyWVkJkOfNocbSA,PT4M17S,{},hd,PzZWSjF2cPg
🇵🇱 TOP 10 🇵🇱 | Tu bije serce Europy 2023 | Poland Eurovision 2023,2023-02-22T21:52:15Z,13293,361,147,"['jann gladiator', 'poland eurovision 2023', 'eurovision 2023', 'tu bije serce europy', 'eurovision 2023 poland', 'tu bije serce europy 2023', 'poland eurovision reaction', 'poland selection eurovision 2023', 'jann gladiator reaction', 'eurovision 2023 top', 'jann gladiator opinie', 'jann gladiator react', 'jann gladiator eurovision reaction', 'eurovision 2023 poland preselekcje', 'eurovision 2023 poland top', 'eurovision 2023 poland reaction', 'eurovision 2023 poland jaan', 'poland eurovision 2023 reaction']",24,UCYId303J1tm3W3FTsgfXRwA,PT27M10S,"{'latitude': 45.4642035, 'longitude': 9.189982, 'altitude': 0}",hd,MqD7d_yunGo
Inside Poland's Forgotten Power Plants | Urbex,2020-03-15T17:00:08Z,22301,1265,113,"['urban exploration', 'urban exploration abandoned', 'abandoned places explored', 'broken window theory', 'broken window theory urbex', 'abandoned house untouched', 'urbex polska', 'urbex power plant', 'abandoned power plant', 'power plant exploration']",19,UCQjlzE-BSD1PDW988vbqVjw,PT20M42S,"{'latitude': 51.7592485, 'longitude': 19.4559833, 'altitude': 0}",hd,HDF01svt7Kk
#F22 Raptor arrives in #Poland as #Russia threatens the West !,2022-07-29T22:00:20Z,53205,2516,420,"['f-22 raptor', 'lockheed martin f-22 raptor', 'f-22 raptor in action', 'fighter jet', 'f22 in poland', 'f22 arrive in poland', 'f22 raptor in poland', 'ukraine', 'russia', 'russia ukraine war', 'russia ukraine conflict', 'russia ukraine', 'ukraine russia', 'putin', 'russia ukraine news', 'russia vs ukraine', 'russia ukraine invasion', 'ukraine russia news', 'russia ukraine update', 'defense updates', 'yt:cc=on']",28,UCKNCbBWiMiXBVXUmUuu_dsQ,PT8M1S,{},hd,kQ8dOMpwlOU
Jadwiga of Poland | Daisy,2021-12-28T13:00:10Z,2500,64,27,"['jadwigaofpoland', 'thecrownofthekings', 'koronakrólów', 'daisy', 'hedwig', 'viddingisart', 'fanvidfeed']",24,UCBpnubrX7vxtSaxdCm89e1Q,PT46S,{},hd,eKZLAPt6TtA
Puck 4K - Poland walking tour,2020-09-18T05:26:20Z,11745,127,18,"['Puck', 'Poland', 'BayofPuck', 'GulfofGdansk', 'BalticSea', 'Kashubian', 'Polska', 'Gdansk', 'sea', 'trip', 'travel', '4K', 'walkingtours', 'sightseeing', 'citysightseeing', 'hiking', 'touring', 'travelinspires']",19,UChTbfkYOzZhuoa6ALdLGHyw,PT31M44S,"{'latitude': 54.7180477, 'longitude': 18.4086339, 'altitude': 0}",hd,4lY-EnGrcPQ
Polish proverbs with excerpts from iconic Polish comedies!,2023-11-23T20:26:30Z,2129,51,11,[],19,UCMuUcDJEiqGs9SiN7yxg9Zw,PT11M40S,{},hd,g0e_bd3EPws
Poland - 6 things I miss from Germany in Poland + competition,2023-11-26T17:00:08Z,1002,112,81,"['Polen', 'Auswandern', 'Unterhaltung', 'Deutschland', 'Schnuffinski', 'emigrant', 'niemiecki emigrant', 'polska', 'lodz']",24,UCmmqPP4YAfW1iuM77C1jhVA,PT14M33S,"{'latitude': 51.7592485, 'longitude': 19.4559833, 'altitude': 0}",hd,csFBYE5G_ZA
ভি এফ এস গ্লোবাল আপডেট নিউজ! পোল্যান্ড এম্বাসি VFS Poland Latest News,2023-11-22T11:54:32Z,9071,580,423,"['ভি এফ এস গ্লোবাল আপডেট নিউজ! পোল্যান্ড এম্বাসি!', 'VFS Poland Latest News', 'What is the processing time for VFS Global Poland?', 'How do I check my VFS appointment date?', 'How can I check my VFS booking status?', 'poland embassy update', 'VFS global update', 'VFS global update Delly', 'vfs global new update', 'পোল্যান্ড ভিসা নতুন লেটেস্ট আপডেট', 'delhi Kolkata vfs update', 'poland vfs latest update', 'How do I contact VFS Poland customer care?']",22,UCqMZ1MLMYLYO-EfJZW6B9iw,PT8M43S,{},hd,JMgztpy4vEQ
